image_name,min_x,min_y,max_x,max_y
43.6730474_1.547408.png,221,188,290,295
43.1032186_-0.0267479.png,233,202,278,281
43.2351845_0.1013472.png,215,216,296,267
43.5549069_1.5292169.png,229,195,282,288
44.7311538_-1.0893141.png,209,201,302,282
42.7731195_2.8349534.png,232,208,279,275
42.6795315_3.0300972.png,234,202,277,281
43.835546_1.3954459.png,207,195,304,288
43.5903969_1.3319006.png,181,202,330,281
43.6019796_1.3838677.png,235,221,276,262
42.7041234_2.8210585.png,222,224,289,259
42.6774023_2.9502905.png,220,212,291,271
42.6994424_3.0142362.png,223,199,288,284
43.5593011_1.2898208.png,239,213,272,270
43.6769472_1.4302488.png,225,203,286,280
43.5683907_1.2826272.png,198,193,313,290
43.8273173_1.3863413.png,217,211,294,272
42.8114841_2.5956633.png,212,212,299,271
43.5585018_1.5302094.png,224,208,287,275
43.2481436_0.095573.png,218,195,293,288
42.7077543_3.0115439.png,206,214,305,269
43.6115966_1.4600317.png,233,208,278,275
43.5565574_1.5409898.png,214,208,297,275
43.5893763_1.3531536.png,202,190,309,293
42.706788_2.9906662.png,222,222,289,261
43.7247151_1.0508674.png,214,212,297,271
43.567254_1.286213.png,218,203,294,280
42.6840824_3.0327983.png,208,184,303,299
42.698811_3.0255648.png,236,204,275,279
43.7929041_1.3594432.png,215,209,296,274
43.5818934_1.3411817.png,221,211,290,272
43.7986355_1.3519371.png,218,210,293,273
43.4224092_-1.6056904.png,219,199,292,284
42.6774351_2.9514464.png,228,218,283,265
43.5747755_1.3267258.png,209,205,302,278
42.6985528_3.0280583.png,228,206,283,277
42.6701958_2.7759755.png,223,202,288,281
42.6881035_2.6919007.png,229,199,282,284
43.08026_1.63848.png,197,190,314,292
42.6834662_2.9489216.png,220,215,291,268
42.7264968_2.9403796.png,237,205,274,278
43.5369204_1.4848688.png,226,212,285,271
42.7805716_2.8337084.png,221,219,290,264
43.4751531_-1.5372435.png,207,211,304,272
43.0743212_1.6513353.png,239,204,272,279
42.6382952_2.8751326.png,230,208,281,275
43.573412_1.6081194.png,207,190,304,293
43.5591346_1.524367.png,226,204,285,279
43.481795_-1.5416519.png,201,193,310,290
43.5568844_1.3856372.png,200,195,311,288
43.6279053_1.4297597.png,223,191,288,292
43.573191_1.3382295.png,219,210,292,273
43.2541178_0.0980985.png,223,225,288,258
43.5713453_1.3050561.png,212,214,299,269
43.8299121_1.3792126.png,203,200,307,283
43.6399287_1.43855.png,201,212,310,271
42.722209_2.934666.png,239,213,272,270
43.6905237_1.4341941.png,209,204,302,279
44.7783793_-1.1372622.png,191,189,320,293
43.6998325_1.5729407.png,205,196,306,287
43.4623842_-1.5586416.png,210,206,301,277
43.67897_1.5811168.png,211,210,300,273
43.5610406_1.3348277.png,222,207,289,276
42.6912012_2.9305231.png,214,206,297,277
44.7711153_-1.1223352.png,228,223,283,260
43.5748032_1.295951.png,201,201,310,282
44.7411547_-1.0804547.png,197,195,314,288
43.4773485_-1.5511518.png,235,218,276,265
43.6917586_1.5129531.png,218,199,293,284
42.6893927_2.9382854.png,202,204,309,279
44.6132735_2.0395268.png,208,199,303,284
43.6768264_1.5155967.png,198,190,314,293
42.6768942_2.9400068.png,220,203,291,280
43.7133943_1.3928493.png,214,207,297,276
43.4581431_-1.5434132.png,206,214,305,268
44.7519917_-1.0954124.png,218,201,293,282
43.143938_-0.022901.png,219,219,293,264
42.7743655_2.8353409.png,214,210,297,273
42.7115777_2.8260411.png,203,181,308,302
44.7619416_-1.1266014.png,229,196,281,287
43.5214534_1.3385253.png,208,204,303,279
43.6766174_1.5524548.png,202,198,309,285
43.6740109_1.5462849.png,209,196,302,287
43.5564218_1.3554386.png,209,191,302,292
43.5618492_1.3412129.png,217,196,294,287
42.6817859_2.9335767.png,220,216,291,267
43.4793477_-1.5401216.png,215,206,296,277
43.5779941_1.5984998.png,210,214,301,269
43.5411879_1.540698.png,202,204,309,279
43.7378745_1.3475399.png,223,198,288,285
43.5214199_1.3388738.png,224,211,287,272
43.5380957_1.4621559.png,211,192,300,291
42.740401_2.9068155.png,222,200,289,283
43.545979_1.4613406.png,200,189,311,294
43.5893188_1.5651829.png,219,202,292,281
44.6064743_2.0292804.png,203,177,309,306
43.738455_1.3819301.png,214,220,297,263
43.5774789_1.3564587.png,205,189,306,294
44.7443906_-1.0786402.png,199,186,312,297
43.590822_1.4665393.png,219,201,292,282
43.669422_1.4769419.png,208,201,303,282
43.525688_1.3605481.png,214,211,297,272
43.5687803_1.2939865.png,223,205,288,278
43.560183_1.2779581.png,206,198,305,285
43.7968046_1.3592345.png,195,198,316,285
43.6955219_1.4547858.png,213,187,298,296
42.6906506_2.928361.png,214,209,297,274
42.7433055_2.9076738.png,213,209,298,274
43.7633998_1.2136411.png,175,188,336,295
42.7054249_2.8213229.png,235,210,277,273
42.7440026_2.9241971.png,220,200,291,283
43.6906063_1.4401225.png,218,196,293,287
43.5240211_1.355529.png,227,198,283,285
43.6438548_1.4536119.png,215,203,296,280
42.6949154_2.776428.png,234,217,277,266
44.7515591_-1.0827134.png,210,200,301,283
42.7707501_2.8351396.png,222,185,289,298
43.5595608_1.3489967.png,204,198,307,285
43.4765548_-1.5354418.png,226,205,285,278
43.5727021_1.3358785.png,213,217,298,266
42.6805768_2.7438296.png,224,225,287,258
43.8276769_1.3693997.png,204,194,307,289
42.730449_2.9331653.png,231,226,280,257
44.7426163_-1.079356.png,209,195,302,288
42.8108383_3.03502.png,228,197,283,286
43.5352326_1.2814547.png,214,204,297,279
42.7335975_2.9423689.png,219,220,292,263
43.4237761_-1.6137246.png,197,194,314,289
43.4218071_-1.60556.png,235,202,276,281
44.4856466_1.8389494.png,217,221,294,261
43.6829938_1.5199791.png,213,202,298,281
43.5574562_1.3550227.png,207,196,304,287
43.5769953_1.3326199.png,213,210,298,274
43.2329773_0.0031916.png,236,222,275,261
43.5879185_1.3097132.png,207,206,304,277
43.7033512_1.3773544.png,227,213,284,270
42.7009285_2.8276608.png,208,217,303,266
44.7587626_-1.1280842.png,200,184,311,299
43.5737038_1.3448943.png,213,190,298,294
42.720929_2.9356433.png,233,204,278,278
43.5487313_1.5371084.png,220,208,291,275
43.2675969_0.0406489.png,208,216,303,267
43.584766_1.3186711.png,228,193,283,290
42.7286721_2.9403775.png,226,226,285,257
43.7780855_1.3621401.png,215,215,296,268
44.6165175_2.0444522.png,202,197,310,286
43.8187305_1.3929093.png,206,192,305,291
43.6330557_1.4484943.png,209,220,302,263
43.5917994_1.5738115.png,211,209,300,274
44.7602737_-1.1290574.png,223,191,288,292
43.6163293_1.4428237.png,227,215,284,268
43.4703013_-1.5642882.png,211,209,300,274
42.6665461_2.9872185.png,219,215,292,268
42.6758297_2.9331622.png,231,217,280,266
43.1087794_-0.0423762.png,227,194,284,289
43.7113655_1.5056959.png,211,195,300,288
43.6975481_1.4355366.png,234,220,277,263
43.5822771_1.3571712.png,209,203,302,280
43.5846006_1.323957.png,214,206,297,277
43.5857304_1.3573479.png,212,211,299,272
43.7033642_1.4310253.png,191,199,320,284
42.746741_2.9064192.png,220,220,291,263
43.4721565_-1.542155.png,201,197,310,286
42.6791906_2.7772699.png,237,206,274,277
44.7419483_-1.0688527.png,226,198,285,285
43.5883129_1.4701869.png,229,213,282,270
43.5576834_1.511817.png,208,208,303,275
43.6607905_1.4737655.png,218,189,293,294
42.6752861_2.9424031.png,238,209,273,274
42.6802182_2.766846.png,230,182,281,302
43.6671492_1.4752374.png,214,192,297,291
43.620104_1.4548037.png,218,210,293,273
43.5535225_1.2964845.png,219,196,292,287
42.7435053_2.9137417.png,232,201,279,282
43.6331459_1.434402.png,199,209,312,274
42.7489779_2.9068656.png,214,216,297,267
43.3283684_2.5333632.png,214,217,297,266
43.5812661_1.3406.png,232,215,279,268
42.7092371_2.8178013.png,222,188,289,295
43.586201_1.5814101.png,220,206,291,277
42.6920377_2.6901072.png,233,192,278,291
42.6896224_2.9323409.png,209,188,302,295
42.7747416_2.794811.png,227,216,283,268
43.5932406_1.3743247.png,214,195,297,288
43.7600488_-1.3341304.png,221,200,291,283
42.6988186_2.9950798.png,218,202,293,281
43.5352367_1.2805726.png,205,209,306,274
43.5854867_1.3208902.png,217,180,294,303
43.0840211_1.6446048.png,179,185,332,298
42.640011_2.6836532.png,208,195,303,288
43.5590095_1.3694074.png,196,186,315,297
43.5714009_1.3107708.png,208,194,303,289
43.567289_1.2700457.png,219,199,292,284
43.9071831_2.1178127.png,232,197,279,286
43.582583_1.3844859.png,224,194,287,289
43.5555049_1.3057445.png,208,194,303,289
43.7790751_1.3634247.png,218,198,293,285
42.6882878_2.9320305.png,202,210,309,272
42.7258074_2.9260063.png,225,221,287,262
42.7303145_2.9387602.png,230,202,281,281
43.6679477_1.4777721.png,216,191,295,292
43.5494283_1.4038533.png,198,189,313,294
43.0326586_0.2972126.png,196,195,315,288
43.3301879_2.5219927.png,207,182,304,301
42.6771091_2.951484.png,219,212,292,271
43.5567022_1.3767969.png,205,195,306,288
44.754366_-1.099469.png,231,193,280,290
43.6498697_1.4644601.png,228,211,283,272
43.5534669_1.2774488.png,217,195,294,288
44.7508601_-1.0969223.png,212,184,299,299
42.7221215_2.9331252.png,219,223,292,260
42.6754809_2.9460235.png,230,202,281,281
43.5647761_1.2692042.png,234,204,277,279
42.7448977_2.9074799.png,220,200,291,282
43.5601764_1.4083981.png,225,208,286,275
43.556062_1.5361415.png,203,199,308,284
43.5845496_1.3226777.png,218,221,293,262
43.6250835_1.4252334.png,225,222,286,261
43.5921225_1.4619023.png,211,196,300,287
42.6470403_2.8364649.png,217,194,294,289
42.684564_2.945481.png,229,221,282,262
43.5586492_1.3750845.png,212,208,299,275
43.5855195_1.3378653.png,211,198,300,285
42.7309301_2.9404477.png,189,176,322,307
43.5939326_1.4861707.png,195,175,316,308
42.6898321_2.9363902.png,204,201,307,282
42.6808895_2.9504106.png,199,202,312,281
43.5640813_1.3284803.png,215,217,296,266
42.7288516_2.9409252.png,234,206,277,277
43.6645277_1.487296.png,208,191,303,292
43.5869622_1.3405946.png,235,204,276,279
43.5515135_1.532183.png,202,198,309,285
43.8405747_1.3517838.png,219,198,292,285
44.7505445_-1.0917754.png,223,205,288,278
43.8367938_1.3795684.png,210,211,301,272
43.5689427_1.411015.png,207,213,304,270
43.4739084_1.4970294.png,223,191,288,292
43.5744359_1.6070475.png,214,207,297,276
43.5344622_1.2866279.png,218,199,293,284
43.6947252_1.5177788.png,219,187,292,296
43.5611414_1.2999113.png,215,205,297,278
42.7045952_2.8286659.png,216,185,295,298
43.8409869_1.384527.png,233,199,278,284
42.7016715_3.0085797.png,209,216,302,267
43.7036659_1.3714498.png,192,175,319,308
43.5739954_1.3003067.png,209,190,302,293
43.7667922_-1.3086028.png,221,207,290,276
43.7114792_1.0848935.png,236,225,275,258
43.5905421_1.3296756.png,218,200,293,283
44.6158669_2.0399418.png,225,184,286,299
43.7580163_-1.3285801.png,201,185,310,298
42.6769073_3.0317229.png,213,201,298,282
43.534166_1.2862463.png,214,208,297,275
43.5608119_1.5237964.png,212,208,299,275
43.5301393_1.3395741.png,210,204,301,280
43.6969999_1.5006158.png,179,177,332,306
43.5753741_1.3244088.png,204,199,307,284
42.7288893_2.9292425.png,207,198,304,285
43.5567135_1.278856.png,212,200,299,283
44.7527796_-1.0976277.png,208,200,304,283
43.5629729_1.3279444.png,203,184,308,299
43.5833669_1.6989972.png,207,199,304,284
43.6650561_1.589722.png,210,197,301,286
44.7616499_-1.1231999.png,220,216,291,267
43.6688418_1.4793227.png,216,209,295,274
42.6848502_2.8046258.png,218,222,293,261
43.2205808_0.1018677.png,231,203,280,280
44.7424846_-1.0910691.png,232,224,279,259
43.6801579_1.5244681.png,221,205,290,278
43.5693497_1.2799803.png,215,205,296,278
43.190128_0.0813399.png,204,209,307,274
43.5265017_1.3250408.png,222,208,289,275
43.4768329_-1.5584899.png,217,197,294,286
43.1020451_-0.0228375.png,228,215,283,268
43.5957663_1.6063289.png,187,184,324,299
42.7024811_2.8194327.png,222,222,289,261
43.5949152_1.3659192.png,203,206,308,277
42.693596_2.7696907.png,223,200,288,283
42.7256682_2.9316362.png,221,216,290,266
44.5898335_2.0062016.png,204,210,307,273
43.7044493_1.384094.png,223,213,288,270
43.6930634_1.430849.png,208,196,303,287
43.8849249_1.3714671.png,212,190,299,293
43.5548556_1.3078727.png,217,203,294,279
43.3241717_2.5196058.png,228,219,283,264
42.7017993_2.9996759.png,233,219,278,264
43.8383594_1.4121084.png,215,199,296,284
42.7073455_2.999554.png,212,200,299,283
43.4784097_-1.5388179.png,226,193,285,290
42.6881006_2.9425104.png,222,218,289,265
43.5730689_1.299189.png,212,196,298,287
43.6933174_1.4330038.png,210,207,301,276
43.5533102_1.3844601.png,218,199,293,284
43.0504859_0.7435192.png,211,195,300,288
43.711668_1.030267.png,203,206,308,277
43.561831_1.5221115.png,201,197,310,286
43.6653036_1.4868708.png,208,205,303,278
44.7515764_-1.0853957.png,212,219,299,264
43.5524748_1.5301263.png,209,189,302,294
42.7029067_2.8215211.png,216,219,295,265
43.5801218_1.3530558.png,224,202,287,281
42.6985505_2.7639674.png,233,215,278,268
42.6786035_2.7453294.png,220,207,291,276
43.6661815_1.4829407.png,201,197,310,286
43.5655053_1.3294569.png,207,206,304,277
43.2614284_0.056195.png,210,212,301,271
43.4642314_-1.5663452.png,226,210,285,273
43.5742183_1.2996899.png,211,201,300,282
43.5854754_1.3237557.png,224,187,287,296
43.4629778_-1.5628275.png,223,173,288,310
43.6732929_1.548265.png,198,202,313,281
43.1831124_0.0735133.png,211,204,300,279
42.6808097_2.785176.png,199,208,312,275
43.6818516_1.5802157.png,225,214,286,269
43.6759077_1.5861491.png,211,207,300,275
43.5668628_1.3112146.png,217,210,294,273
43.1886742_0.0896109.png,212,169,299,314
42.7448042_2.9133394.png,229,205,282,278
43.5723711_1.3383019.png,210,202,301,281
42.7034502_3.0099238.png,236,222,275,261
43.579543_1.3581242.png,212,206,299,277
43.6290956_1.4466333.png,225,191,286,292
44.7664277_-1.1190382.png,222,186,289,297
43.5917859_1.4645531.png,233,210,278,273
43.4240602_1.4991845.png,233,202,277,281
42.6936587_2.7759447.png,218,218,293,265
43.7775278_1.3758751.png,227,218,284,265
44.4911128_1.8475234.png,239,218,272,265
43.6391902_1.43796.png,194,201,317,282
43.6518681_1.4350023.png,229,197,282,286
43.6645757_1.5905745.png,201,191,310,293
42.7003763_3.0168192.png,224,211,287,272
43.6822564_1.5269013.png,221,203,290,280
43.463762_-1.5703227.png,209,218,302,265
44.735831_-1.0891119.png,228,217,283,266
43.747377_1.3567601.png,200,204,311,279
43.6814412_1.5356398.png,220,198,291,285
42.6727382_2.9435467.png,226,221,285,262
43.5936452_1.4789902.png,202,214,309,269
42.7540755_2.811471.png,212,221,299,262
43.6467829_1.4351258.png,224,218,287,265
42.7321053_2.9375206.png,202,205,308,278
43.6493121_1.4525241.png,215,203,296,280
42.6992062_2.994241.png,211,204,300,279
43.3224225_2.5290601.png,207,210,304,273
42.6787303_2.7834939.png,229,204,282,279
43.5827229_1.3908991.png,224,206,287,277
43.7089378_1.5074108.png,195,192,316,291
44.7433737_-1.0926235.png,196,193,315,290
42.7376432_2.9091175.png,218,210,293,273
43.8595879_1.3790639.png,201,202,310,281
42.6988757_2.7759726.png,218,188,293,295
42.7801518_2.8357371.png,214,208,297,275
43.6817493_1.5793854.png,220,198,291,285
43.5743854_1.3226724.png,234,203,277,280
43.563325_1.2649051.png,222,211,289,272
43.62289_1.4434866.png,238,221,273,262
42.7048308_3.0007034.png,218,215,293,268
43.4881426_-1.5495811.png,237,202,274,281
43.5830695_1.3542004.png,231,199,280,284
43.5753562_1.2925186.png,219,199,292,283
42.7232464_2.9311127.png,226,225,285,258
43.571315_1.3416675.png,181,183,330,300
43.5754077_1.29838.png,206,202,305,281
43.6855934_1.4322001.png,214,222,297,261
43.5659367_1.3346065.png,198,182,313,301
43.7067459_1.3821226.png,216,206,295,277
43.7093381_1.3696069.png,209,193,302,290
42.6432064_2.8676588.png,211,215,300,268
43.2618939_0.0469755.png,236,200,275,284
43.5592506_1.523085.png,213,219,298,264
43.7533105_1.3510078.png,204,196,307,288
42.6383866_2.8664744.png,231,212,280,271
43.5315459_1.3373772.png,209,202,302,281
43.6860945_1.5726604.png,216,178,295,305
43.5666825_1.2764897.png,214,209,297,274
43.5917745_1.4861645.png,202,202,309,281
43.7329113_1.3595965.png,206,193,305,290
43.589089_1.482096.png,217,214,294,269
43.574221_1.301318.png,211,201,300,282
42.6900366_3.0307407.png,237,209,274,274
43.5894514_1.3695837.png,224,211,287,272
43.7845074_1.3497652.png,190,145,321,338
44.7537307_-1.0840271.png,216,209,295,274
43.8334127_1.398492.png,236,212,275,271
42.7067072_2.99115.png,222,222,289,261
43.5267271_1.366176.png,217,199,294,285
43.7536084_1.3673698.png,204,202,307,281
42.7234106_2.9402522.png,235,201,276,282
43.080127_1.6517723.png,229,192,282,291
42.7033632_2.8177429.png,212,213,299,270
43.2055274_0.1061832.png,234,199,277,284
43.6963201_1.440367.png,216,196,295,287
43.7237049_0.7763292.png,202,200,309,283
43.6215278_1.4697009.png,217,214,293,269
43.5531707_1.3773547.png,218,201,293,281
43.5486965_1.5295456.png,214,213,297,270
42.7807778_2.8357955.png,225,207,286,276
43.4673624_-1.5539532.png,213,185,298,298
43.7029042_1.4960634.png,210,195,301,288
42.6988214_2.9909608.png,237,212,274,271
43.5572921_1.3160061.png,211,191,300,292
43.7349931_1.3667486.png,201,188,310,295
42.7270016_2.9382852.png,233,203,278,280
44.7675749_-1.1175835.png,212,205,299,278
43.5776361_1.3242685.png,201,186,310,297
43.5596148_1.379511.png,206,200,305,283
43.6919618_1.2598065.png,193,192,318,291
43.5255092_1.3677382.png,215,202,296,281
43.6907679_1.5044623.png,203,189,308,294
43.5657814_1.2859829.png,225,199,286,284
43.5787715_1.6931414.png,189,194,322,289
44.7385764_-1.094486.png,231,208,280,275
44.7570494_-1.1281685.png,214,195,296,288
43.5663573_1.2773519.png,223,211,288,272
43.4731634_1.496284.png,204,209,307,274
43.5875513_1.3432774.png,220,202,291,281
42.6827423_2.951044.png,214,213,297,270
42.6869647_2.9353496.png,227,190,284,293
43.5628303_1.3787921.png,229,211,282,272
43.7369675_1.4667177.png,218,200,293,283
43.5820909_1.3678368.png,218,201,293,282
43.5690688_1.3045939.png,223,200,288,283
42.6809797_2.7711755.png,199,213,312,270
42.6451282_2.835445.png,218,210,293,273
43.736918_1.4634733.png,215,203,296,280
43.5926975_1.3761999.png,214,208,297,275
42.8028712_2.4002505.png,205,205,306,278
43.5865426_1.3522318.png,212,199,299,284
43.6951498_1.5016767.png,206,205,305,278
44.7442555_-1.0761569.png,202,201,309,282
43.7210082_0.876593.png,219,197,292,286
43.5536955_1.6498053.png,213,187,298,296
43.6964705_1.5006217.png,217,200,294,283
43.562669_1.3740955.png,223,206,288,277
43.4633501_-1.560756.png,223,192,288,291
43.2412941_0.0330529.png,210,204,301,279
43.5612163_1.3298874.png,200,196,311,287
43.6468089_1.4382415.png,236,204,275,279
43.6697576_1.5768671.png,206,199,305,284
43.6815147_1.5266887.png,211,200,300,283
43.5286915_1.3361711.png,231,210,280,273
43.6127995_1.4369198.png,233,197,278,286
43.7716713_-1.402616.png,205,204,306,279
43.7009843_1.0365799.png,212,197,299,286
43.6784818_1.4250831.png,219,201,291,282
43.5542062_1.3744588.png,203,184,308,299
43.5189971_1.3418212.png,218,199,293,284
43.5586307_1.2748385.png,213,200,298,283
42.7237082_2.9283708.png,225,219,286,264
43.5837594_1.5772712.png,222,198,289,285
42.6861406_2.943881.png,238,206,273,277
43.5848991_1.3509654.png,213,199,298,284
43.5572834_1.30782.png,214,196,297,287
43.6792921_1.2880952.png,211,179,300,304
43.5472341_1.2708283.png,212,206,299,277
42.7410676_2.9233654.png,222,225,289,258
42.698603_3.0348879.png,230,228,281,255
43.8226502_1.3936813.png,206,204,305,279
43.5524977_1.2499819.png,202,198,309,285
43.6946036_1.524443.png,200,207,311,276
42.6991958_2.7778889.png,217,210,295,274
43.5547053_1.3998202.png,214,202,297,281
43.5549643_1.3764915.png,217,198,294,285
43.6228347_1.4754685.png,231,196,280,287
43.5634742_1.3289435.png,213,191,298,292
42.6474707_2.7057259.png,219,189,292,294
43.5616016_1.3370041.png,191,187,320,296
43.5998436_1.3849802.png,212,218,299,265
43.7288631_1.3600649.png,206,190,305,293
44.6107161_2.0233849.png,194,199,316,284
43.4649412_-1.5711839.png,212,189,299,294
43.5643537_1.553872.png,228,198,283,284
43.2549461_0.0391777.png,234,206,277,277
42.7002023_2.992407.png,220,209,291,274
43.4549539_-1.5506003.png,212,189,299,294
43.6952842_1.5043041.png,198,196,313,287
43.5642523_1.2613151.png,221,208,291,275
43.557454_1.5349093.png,230,220,281,263
43.6630396_1.4855216.png,207,201,304,282
43.6126651_1.3975263.png,197,212,314,271
43.5684032_1.2858592.png,217,212,294,271
43.5735815_1.3362084.png,221,202,290,282
43.4892704_-1.5451446.png,216,186,295,297
43.4892062_-1.5512473.png,232,209,279,274
43.5361515_1.4643955.png,212,201,299,282
43.6158796_1.432667.png,209,200,302,283
43.8445773_1.3449132.png,219,197,292,286
43.9091596_2.1172337.png,219,218,292,265
43.7352233_1.3601897.png,213,205,298,278
42.7283386_2.9379668.png,226,189,285,294
43.7104941_1.3702587.png,226,211,285,272
43.6954192_1.522628.png,194,193,317,290
42.6983831_3.0293811.png,176,193,335,290
43.5247877_1.3694639.png,234,202,277,281
42.7327473_2.9411769.png,210,222,301,261
42.6796576_2.7365749.png,208,214,303,269
44.6129672_2.0270928.png,225,225,286,258
44.7570855_-1.0823571.png,211,201,300,282
43.5640635_1.3163378.png,214,208,297,275
43.5980295_1.4743328.png,221,199,290,284
43.253116_0.0451145.png,213,221,298,262
43.680039_1.5797945.png,228,201,283,282
43.5598277_1.3677162.png,224,200,287,283
43.1898754_0.0819841.png,207,202,304,281
43.5933126_1.488747.png,239,207,272,276
43.5871301_1.4886786.png,221,197,290,286
43.5857903_1.3555892.png,207,205,304,278
42.6786814_2.7393824.png,223,221,288,262
43.5749543_1.6062619.png,232,197,279,286
43.7067241_1.3872262.png,227,213,284,270
43.5992405_1.6052216.png,218,195,293,288
44.7342095_-1.0912939.png,204,184,307,299
43.558445_1.3761634.png,210,199,301,284
43.4891334_-1.5494728.png,217,190,294,293
43.7150062_1.0850682.png,207,186,304,297
43.6211122_1.4512053.png,211,205,300,278
43.7633442_-1.3261006.png,212,193,299,290
43.5667357_1.2670142.png,226,198,285,285
43.660569_1.4850646.png,242,215,269,267
43.5809528_1.3551222.png,214,199,297,284
43.7521565_1.3710454.png,207,194,304,289
43.4542491_-1.549768.png,221,195,290,288
43.5584735_1.6539896.png,217,195,294,288
43.4249158_1.5055678.png,226,212,285,271
43.5913173_1.4705953.png,199,214,312,269
43.4636672_-1.5493737.png,234,208,277,275
43.5650057_1.2789166.png,224,205,287,278
43.1922989_-0.1193515.png,234,203,277,281
43.5272194_1.329079.png,227,202,284,281
43.4533725_-1.5418662.png,230,194,281,289
43.6847829_1.4435654.png,216,220,295,262
43.7359069_1.3653296.png,201,182,310,301
43.556525_1.5416851.png,220,220,291,264
43.4750029_-1.5398035.png,216,215,295,268
43.6391042_1.4193404.png,205,186,306,297
43.5937739_1.4805702.png,198,196,313,287
43.4549608_-1.5430982.png,207,212,304,271
44.0650251_0.8965208.png,205,205,306,278
43.6945842_1.4544803.png,239,224,272,259
42.6396354_2.836341.png,206,208,305,275
42.7548413_2.8495266.png,225,199,286,284
43.5723907_1.3419999.png,214,212,297,271
43.8398274_1.3949383.png,224,222,287,261
42.7484028_2.9070563.png,213,215,298,268
42.7276607_2.9375104.png,227,211,284,272
42.6854167_2.942523.png,214,214,297,269
43.580023_1.291874.png,213,194,298,289
43.6457474_1.4346982.png,218,181,293,302
43.585094_1.3719944.png,205,182,306,301
43.6772707_1.5257456.png,209,193,302,290
44.7600117_-1.0816668.png,204,191,307,292
42.7360101_2.9320611.png,224,189,287,294
43.7181861_1.3733883.png,205,198,306,285
44.766596_-1.1315861.png,228,191,283,292
44.7348591_-1.0705458.png,205,190,306,293
42.6780165_2.7436592.png,191,197,320,286
42.6939497_2.7780799.png,212,217,299,266
44.7453443_-1.1068335.png,208,192,303,291
42.7742618_2.8400153.png,213,212,298,272
43.6774765_1.555602.png,200,193,311,290
43.6377835_1.4596785.png,217,207,294,276
44.7431732_-1.081502.png,209,195,302,288
42.6413433_2.8383176.png,211,221,300,262
42.7211001_2.9349074.png,236,205,275,278
42.7265619_2.9305613.png,223,219,288,264
44.599431_2.0437688.png,213,182,298,301
43.577123_1.3897612.png,227,220,284,263
43.528598_1.3337025.png,214,206,297,277
43.6875973_1.447486.png,208,209,303,274
43.6916224_1.4325333.png,197,170,314,313
44.7604802_-1.1301064.png,232,202,279,281
42.6838575_2.9440124.png,228,197,283,286
43.5545542_1.5457005.png,238,214,273,270
44.7651009_-1.1440812.png,208,194,303,289
42.6998631_2.8160581.png,218,221,293,262
43.5854831_1.5831278.png,213,209,298,274
43.5633627_1.3713421.png,182,179,329,304
